,Protein 1 ID,P1 name,Protein 2 ID,P2 name,Retained DDIs,Lost DDIs
25005,ENSG00000243284,VSIG8,ENSG00000125965,GDF5,PF07686-PF00019,-
25006,ENSG00000243284,VSIG8,ENSG00000135446,CDK4,PF07686-PF00069,-
25007,ENSG00000243284,VSIG8,ENSG00000185236,RAB11B,PF07686-PF00071,-
25008,ENSG00000243284,VSIG8,ENSG00000187720,THSD4,PF07686-PF00090,-
25009,ENSG00000166167,BTRC,ENSG00000163545,NUAK2,PF00400-PF00069,-
25010,ENSG00000166167,BTRC,ENSG00000168090,COPS6,PF00400-PF01398,-
25011,ENSG00000166167,BTRC,ENSG00000164318,EGFLAM,-,PF00400-PF00041
25012,ENSG00000166167,BTRC,ENSG00000095951,HIVEP1,PF00400-PF00096,-
25013,ENSG00000166167,BTRC,ENSG00000082701,GSK3B,PF00400-PF00069,-
25014,ENSG00000166167,BTRC,ENSG00000276043,UHRF1,PF00400-PF00240 ; PF00400-PF00628 ; PF12937-PF00240,-
25015,ENSG00000166167,BTRC,ENSG00000153187,HNRNPU,PF00400-PF00622,-
25016,ENSG00000166167,BTRC,ENSG00000074590,NUAK1,PF00400-PF00069,-
25017,ENSG00000166167,BTRC,ENSG00000107341,UBE2R2,PF00400-PF00179,-
25018,ENSG00000166167,BTRC,ENSG00000117399,CDC20,PF00400-PF00400 ; PF00400-PF12894,-
25019,ENSG00000166167,BTRC,ENSG00000104375,STK3,PF00400-PF00069,-
25020,ENSG00000166167,BTRC,ENSG00000107404,DVL1,PF00400-PF00610,-
25021,ENSG00000166167,BTRC,ENSG00000183735,TBK1,PF00400-PF00069,-
25022,ENSG00000166167,BTRC,ENSG00000172534,HCFC1,PF00400-PF01344,-
25023,ENSG00000166167,BTRC,ENSG00000145604,SKP2,PF12937-PF12937,-
25024,ENSG00000166167,BTRC,ENSG00000142731,PLK4,PF00400-PF00069,-
25025,ENSG00000166167,BTRC,ENSG00000144524,COPS7B,PF00400-PF01399,-
25026,ENSG00000166167,BTRC,ENSG00000100393,EP300,PF00400-PF00439,-
25027,ENSG00000166167,BTRC,ENSG00000169967,MAP3K2,-,PF00400-PF00069
25028,ENSG00000166167,BTRC,ENSG00000187790,FANCM,PF00400-PF00271 ; PF00400-PF02732 ; PF00400-PF00270,-
25029,ENSG00000166167,BTRC,ENSG00000111652,COPS7A,PF00400-PF01399,-
25030,ENSG00000166167,BTRC,ENSG00000072401,UBE2D1,PF00400-PF00179,-
25031,ENSG00000166167,BTRC,ENSG00000099804,CDC34,PF00400-PF00179,-
25032,ENSG00000166167,BTRC,ENSG00000120217,CD274,PF00400-PF07686,-
25033,ENSG00000166167,BTRC,ENSG00000184216,IRAK1,PF00400-PF00069,-
25034,ENSG00000166167,BTRC,ENSG00000112029,FBXO5,PF00400-PF00646,-
25035,ENSG00000166167,BTRC,ENSG00000146731,CCT6A,PF00400-PF00118,-
25036,ENSG00000166167,BTRC,ENSG00000157540,DYRK1A,PF00400-PF00069,-
25037,ENSG00000166167,BTRC,ENSG00000104852,SNRNP70,PF00400-PF00076,-
25038,ENSG00000166167,BTRC,ENSG00000183955,KMT5A,PF00400-PF00856,-
25039,ENSG00000166167,BTRC,ENSG00000119402,FBXW2,PF00400-PF00400 ; PF12937-PF12937,-
25040,ENSG00000166167,BTRC,ENSG00000186153,WWOX,PF00400-PF00106,-
25041,ENSG00000166167,BTRC,ENSG00000135913,USP37,PF00400-PF00443,-
25042,ENSG00000166167,BTRC,ENSG00000169032,MAP2K1,PF00400-PF00069,-
25043,ENSG00000166167,BTRC,ENSG00000087586,AURKA,PF00400-PF00069,-
25044,ENSG00000166167,BTRC,ENSG00000170144,HNRNPA3,PF00400-PF00076,-
25045,ENSG00000166167,BTRC,ENSG00000127084,FGD3,PF00400-PF00169 ; PF00400-PF01363,-
25046,ENSG00000166167,BTRC,ENSG00000198742,SMURF1,PF00400-PF00632,-
25047,ENSG00000166167,BTRC,ENSG00000187266,EPOR,PF00400-PF00041,-
25048,ENSG00000166167,BTRC,ENSG00000131508,UBE2D2,PF00400-PF00179,-
25049,ENSG00000166167,BTRC,ENSG00000159217,IGF2BP1,PF00400-PF00013 ; PF00400-PF00076,-
25050,ENSG00000166167,BTRC,ENSG00000105173,CCNE1,PF00400-PF00134,-
25051,ENSG00000166167,BTRC,ENSG00000166167,BTRC,PF12125-PF12125 ; PF00400-PF00400 ; PF12937-PF12937,-
25052,ENSG00000166167,BTRC,ENSG00000112964,GHR,PF00400-PF00041,-
25053,ENSG00000166167,BTRC,ENSG00000133030,MPRIP,PF00400-PF00169,-
25054,ENSG00000166167,BTRC,ENSG00000072062,PRKACA,PF00400-PF00069,-
25055,ENSG00000166167,BTRC,ENSG00000102302,FGD1,PF00400-PF01363 ; PF00400-PF00169,-
25056,ENSG00000166167,BTRC,ENSG00000081913,PHLPP1,PF00400-PF00169,-
25057,ENSG00000166167,BTRC,ENSG00000140829,DHX38,PF00400-PF00270 ; PF00400-PF00271,-
25058,ENSG00000166167,BTRC,ENSG00000106571,GLI3,PF00400-PF00096,-
25059,ENSG00000166167,BTRC,ENSG00000167986,DDB1,PF00400-PF10433 ; PF00400-PF03178,-
25060,ENSG00000166167,BTRC,ENSG00000145555,MYO10,PF00400-PF00063 ; PF00400-PF00612 ; PF00400-PF00169,-
25061,ENSG00000166167,BTRC,ENSG00000150753,CCT5,PF00400-PF00118,-
25062,ENSG00000166167,BTRC,ENSG00000204435,CSNK2B,PF00400-PF01214,-
25063,ENSG00000166167,BTRC,ENSG00000109332,UBE2D3,PF00400-PF00179,-
25064,ENSG00000166167,BTRC,ENSG00000261236,BOP1,PF00400-PF08145 ; PF00400-PF00400,-
25065,ENSG00000166167,BTRC,ENSG00000185122,HSF1,PF00400-PF00447,-
25066,ENSG00000166167,BTRC,ENSG00000079999,KEAP1,PF00400-PF01344,-
25067,ENSG00000166167,BTRC,ENSG00000077254,USP33,PF00400-PF00443,-
25068,ENSG00000166167,BTRC,ENSG00000170312,CDK1,PF00400-PF00069,-
25069,ENSG00000166167,BTRC,ENSG00000165119,HNRNPK,PF00400-PF00013,-
25070,ENSG00000166167,BTRC,ENSG00000197442,MAP3K5,PF00400-PF00069,-
25071,ENSG00000166167,BTRC,ENSG00000072803,FBXW11,PF12125-PF12125 ; PF00400-PF00400 ; PF12937-PF12937,-
25072,ENSG00000166167,BTRC,ENSG00000138668,HNRNPD,PF00400-PF00076,-
25073,ENSG00000166167,BTRC,ENSG00000165521,EML5,PF00400-PF12894 ; PF00400-PF00400 ; PF00400-PF03451,-
25074,ENSG00000166167,BTRC,ENSG00000139842,CUL4A,PF00400-PF00888 ; PF12937-PF00888,-
25075,ENSG00000166167,BTRC,ENSG00000116717,GADD45A,PF00400-PF01248,-
25076,ENSG00000166167,BTRC,ENSG00000166348,USP54,PF00400-PF00443,-
25077,ENSG00000166167,BTRC,ENSG00000066044,ELAVL1,PF00400-PF00076,-
25078,ENSG00000166167,BTRC,ENSG00000135655,USP15,PF00400-PF00443,-
25079,ENSG00000166167,BTRC,ENSG00000111087,GLI1,PF00400-PF00096,-
25080,ENSG00000166167,BTRC,ENSG00000055130,CUL1,PF00400-PF00888 ; PF12937-PF00888,-
25081,ENSG00000166167,BTRC,ENSG00000101109,STK4,PF00400-PF00069,-
25082,ENSG00000166167,BTRC,ENSG00000069869,NEDD4,PF00400-PF00632,-
25083,ENSG00000166167,BTRC,ENSG00000100505,TRIM9,PF00400-PF00622 ; PF00400-PF00041,-
25084,ENSG00000166167,BTRC,ENSG00000106462,EZH2,PF00400-PF11616 ; PF00400-PF00856,-
25085,ENSG00000166167,BTRC,ENSG00000170242,USP47,PF00400-PF00443,-
25086,ENSG00000166167,BTRC,ENSG00000129559,NEDD8,PF00400-PF00240 ; PF12937-PF00240,-
25087,ENSG00000166167,BTRC,ENSG00000108854,SMURF2,PF00400-PF00632,-
25088,ENSG00000108587,GOSR1,ENSG00000265808,SEC22B,PF12352-PF00957,-
25089,ENSG00000108587,GOSR1,ENSG00000079950,STX7,PF12352-PF05739,-
25090,ENSG00000108587,GOSR1,ENSG00000168899,VAMP5,PF12352-PF00957,-
25091,ENSG00000108587,GOSR1,ENSG00000166900,STX3,PF12352-PF05739,-
25092,ENSG00000108587,GOSR1,ENSG00000117758,STX12,PF12352-PF05739,-
25093,ENSG00000108587,GOSR1,ENSG00000117533,VAMP4,PF12352-PF00957,-
25094,ENSG00000136636,KCTD3,ENSG00000130396,AFDN,-,PF02214-PF00595
25095,ENSG00000136636,KCTD3,ENSG00000151276,MAGI1,-,PF02214-PF00595
25096,ENSG00000136636,KCTD3,ENSG00000134504,KCTD1,-,PF02214-PF02214
25097,ENSG00000136636,KCTD3,ENSG00000136153,LMO7,-,PF02214-PF00595
25098,ENSG00000136636,KCTD3,ENSG00000070159,PTPN3,-,PF02214-PF00595
25099,ENSG00000136636,KCTD3,ENSG00000174827,PDZK1,-,PF02214-PF00595
25100,ENSG00000136636,KCTD3,ENSG00000160410,SHKBP1,-,PF02214-PF02214
25101,ENSG00000136636,KCTD3,ENSG00000163629,PTPN13,-,PF02214-PF00595
25102,ENSG00000143842,SOX13,ENSG00000143842,SOX13,PF00505-PF00505,-
25103,ENSG00000197253,TPSB2,ENSG00000197253,TPSB2,PF00089-PF00089,-
25104,ENSG00000056998,GYG2,ENSG00000163754,GYG1,PF01501-PF01501,-
25105,ENSG00000240682,ISY1,ENSG00000240682,ISY1,PF06246-PF06246,-
25106,ENSG00000112739,PRPF4B,ENSG00000104852,SNRNP70,PF00069-PF00076,-
25107,ENSG00000112739,PRPF4B,ENSG00000124214,STAU1,PF00069-PF00035,-
25108,ENSG00000112739,PRPF4B,ENSG00000176444,CLK2,PF00069-PF00069,-
25109,ENSG00000112739,PRPF4B,ENSG00000174243,DDX23,PF00069-PF00271 ; PF00069-PF00270,-
25110,ENSG00000112739,PRPF4B,ENSG00000060688,SNRNP40,PF00069-PF00400,-
25111,ENSG00000112739,PRPF4B,ENSG00000125835,SNRPB,PF00069-PF01423,-
25112,ENSG00000112739,PRPF4B,ENSG00000205937,RNPS1,PF00069-PF00076,-
25113,ENSG00000112739,PRPF4B,ENSG00000013441,CLK1,PF00069-PF00069,-
25114,ENSG00000112739,PRPF4B,ENSG00000140009,ESR2,PF00069-PF00104 ; PF00069-PF00105,-
25115,ENSG00000112739,PRPF4B,ENSG00000105559,PLEKHA4,PF00069-PF00169,-
25116,ENSG00000112739,PRPF4B,ENSG00000111642,CHD4,PF00069-PF00271,-
25117,ENSG00000112739,PRPF4B,ENSG00000184343,SRPK3,-,PF00069-PF00069
25118,ENSG00000112739,PRPF4B,ENSG00000136450,SRSF1,PF00069-PF00076,-
25119,ENSG00000112739,PRPF4B,ENSG00000091831,ESR1,PF00069-PF00105 ; PF00069-PF00104,-
25120,ENSG00000112739,PRPF4B,ENSG00000170027,YWHAG,PF00069-PF00244,-
25121,ENSG00000112739,PRPF4B,ENSG00000163932,PRKCD,PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130,-
25122,ENSG00000112739,PRPF4B,ENSG00000177463,NR2C2,PF00069-PF00104 ; PF00069-PF00105,-
25123,ENSG00000137822,TUBGCP4,ENSG00000167552,TUBA1A,PF04130-PF03953 ; PF04130-PF00091,-
25124,ENSG00000137822,TUBGCP4,ENSG00000130640,TUBGCP2,PF17681-PF04130 ; PF17681-PF17681 ; PF04130-PF17681,-
25125,ENSG00000137822,TUBGCP4,ENSG00000188229,TUBB4B,PF04130-PF00091 ; PF04130-PF03953,-
25126,ENSG00000137822,TUBGCP4,ENSG00000167553,TUBA1C,PF04130-PF03953 ; PF04130-PF00091,-
25127,ENSG00000137822,TUBGCP4,ENSG00000128159,TUBGCP6,PF17681-PF04130 ; PF17681-PF17681 ; PF04130-PF17681,-
25128,ENSG00000137822,TUBGCP4,ENSG00000037042,TUBG2,PF04130-PF03953 ; PF04130-PF00091,-
25129,ENSG00000137822,TUBGCP4,ENSG00000131462,TUBG1,PF04130-PF03953 ; PF04130-PF00091,-
25130,ENSG00000137822,TUBGCP4,ENSG00000196230,TUBB,PF04130-PF03953 ; PF04130-PF00091,-
25131,ENSG00000137822,TUBGCP4,ENSG00000275835,TUBGCP5,PF17681-PF04130 ; PF17681-PF17681 ; PF04130-PF17681,-
25132,ENSG00000175970,UNC119B,ENSG00000109103,UNC119,PF05351-PF05351,-
25133,ENSG00000152332,UHMK1,ENSG00000066044,ELAVL1,PF00076-PF00076 ; PF00069-PF00076,-
25134,ENSG00000125901,MRPS26,ENSG00000182180,MRPS16,PF14943-PF00886,-
25135,ENSG00000180138,CSNK1A1L,ENSG00000131196,NFATC1,PF00069-PF00554,-
25136,ENSG00000180138,CSNK1A1L,ENSG00000154721,JAM2,PF00069-PF07686,-
25137,ENSG00000180138,CSNK1A1L,ENSG00000180138,CSNK1A1L,PF00069-PF00069,-
25138,ENSG00000180138,CSNK1A1L,ENSG00000109670,FBXW7,PF00069-PF00400,-
25139,ENSG00000180138,CSNK1A1L,ENSG00000067182,TNFRSF1A,PF00069-PF00020 ; PF00069-PF00531,-
25140,ENSG00000180138,CSNK1A1L,ENSG00000160957,RECQL4,PF00069-PF00271 ; PF00069-PF00270,-
25141,ENSG00000115073,ACTR1B,ENSG00000132141,CCT6B,PF00022-PF00118,-
25142,ENSG00000115073,ACTR1B,ENSG00000006747,SCIN,PF00022-PF00626,-
25143,ENSG00000115073,ACTR1B,ENSG00000165912,PACSIN3,-,PF00022-PF00018
25144,ENSG00000115073,ACTR1B,ENSG00000077549,CAPZB,PF00022-PF01115,-
25145,ENSG00000115073,ACTR1B,ENSG00000085415,SEH1L,PF00022-PF00400,-
25146,ENSG00000115073,ACTR1B,ENSG00000069956,MAPK6,PF00022-PF00069,-
25147,ENSG00000115073,ACTR1B,ENSG00000066248,NGEF,PF00022-PF00018,-
25148,ENSG00000115073,ACTR1B,ENSG00000146731,CCT6A,PF00022-PF00118,-
25149,ENSG00000115073,ACTR1B,ENSG00000077380,DYNC1I2,PF00022-PF00400,-
25150,ENSG00000115073,ACTR1B,ENSG00000104671,DCTN6,PF00022-PF00132,-
25151,ENSG00000168283,BMI1,ENSG00000141570,CBX8,-,PF16207-PF17218
25152,ENSG00000168283,BMI1,ENSG00000277258,PCGF2,PF13923-PF13923 ; PF16207-PF16207,-
25153,ENSG00000168283,BMI1,ENSG00000121481,RNF2,PF13923-PF13923 ; PF16207-PF16207,-
25154,ENSG00000168283,BMI1,ENSG00000015153,YAF2,PF16207-PF17219,-
25155,ENSG00000168283,BMI1,ENSG00000183741,CBX6,PF16207-PF17218,-
25156,ENSG00000168283,BMI1,ENSG00000141582,CBX4,-,PF16207-PF17218
25157,ENSG00000168283,BMI1,ENSG00000163602,RYBP,PF16207-PF17219,-
25158,ENSG00000168283,BMI1,ENSG00000204227,RING1,PF13923-PF13923 ; PF16207-PF16207,-
25159,ENSG00000168283,BMI1,ENSG00000168283,BMI1,PF13923-PF13923 ; PF16207-PF16207,-
25160,ENSG00000168283,BMI1,ENSG00000131508,UBE2D2,PF13923-PF00179,-
25161,ENSG00000168283,BMI1,ENSG00000115289,PCGF1,PF13923-PF13923 ; PF16207-PF16207,-
25162,ENSG00000168283,BMI1,ENSG00000109332,UBE2D3,PF13923-PF00179,-
25163,ENSG00000168283,BMI1,ENSG00000113648,MACROH2A1,PF13923-PF00125,-
25164,ENSG00000168283,BMI1,ENSG00000173894,CBX2,PF16207-PF17218,-
25165,ENSG00000168283,BMI1,ENSG00000103275,UBE2I,PF13923-PF00179,-
25166,ENSG00000168283,BMI1,ENSG00000203812,H2AC18,PF13923-PF00125,-
25167,ENSG00000106351,AGFG2,ENSG00000173744,AGFG1,PF01412-PF01412,-
25168,ENSG00000106351,AGFG2,ENSG00000205726,ITSN1,PF01412-PF00018,-
25169,ENSG00000106351,AGFG2,ENSG00000105559,PLEKHA4,PF01412-PF00169,-
25170,ENSG00000114316,USP4,ENSG00000106799,TGFBR1,PF00443-PF00069,-
25171,ENSG00000114316,USP4,ENSG00000110107,PRPF19,PF00443-PF00400,-
25172,ENSG00000114316,USP4,ENSG00000142208,AKT1,PF00443-PF00169 ; PF00443-PF00069,-
25173,ENSG00000114316,USP4,ENSG00000135655,USP15,PF06337-PF06337 ; PF06337-PF14836 ; PF00443-PF00443 ; PF00443-PF14533 ; PF14836-PF06337 ; PF14836-PF14836,-
25174,ENSG00000114316,USP4,ENSG00000162607,USP1,PF00443-PF00443,-
25175,ENSG00000114316,USP4,ENSG00000170832,USP32,PF06337-PF06337 ; PF06337-PF14836 ; PF00443-PF00443 ; PF14836-PF06337 ; PF14836-PF14836,-
25176,ENSG00000114316,USP4,ENSG00000143258,USP21,PF00443-PF00443,-
25177,ENSG00000114316,USP4,ENSG00000114316,USP4,PF06337-PF06337 ; PF06337-PF14836 ; PF00443-PF00443 ; PF14836-PF06337 ; PF14836-PF14836,-
25178,ENSG00000114316,USP4,ENSG00000100902,PSMA6,PF00443-PF00227,-
25179,ENSG00000129757,CDKN1C,ENSG00000112576,CCND3,PF02234-PF00134,-
25180,ENSG00000129757,CDKN1C,ENSG00000145386,CCNA2,PF02234-PF00134,-
25181,ENSG00000129757,CDKN1C,ENSG00000136807,CDK9,PF02234-PF00069,-
25182,ENSG00000129757,CDKN1C,ENSG00000129757,CDKN1C,PF02234-PF02234,-
25183,ENSG00000129757,CDKN1C,ENSG00000135446,CDK4,PF02234-PF00069,-
25184,ENSG00000129757,CDKN1C,ENSG00000134058,CDK7,PF02234-PF00069,-
25185,ENSG00000129757,CDKN1C,ENSG00000105810,CDK6,PF02234-PF00069,-
25186,ENSG00000129757,CDKN1C,ENSG00000170312,CDK1,PF02234-PF00069,-
25187,ENSG00000129757,CDKN1C,ENSG00000142208,AKT1,PF02234-PF00069,-
25188,ENSG00000101336,HCK,ENSG00000117461,PIK3R3,PF00017-PF00017 ; PF00017-PF16454 ; PF07714-PF00017 ; PF00018-PF00017,-
25189,ENSG00000101336,HCK,ENSG00000047932,GOPC,-,PF00018-PF00595
25190,ENSG00000101336,HCK,ENSG00000010671,BTK,PF00017-PF00018 ; PF00017-PF00169 ; PF00017-PF07714 ; PF00017-PF00017 ; PF00017-PF00779 ; PF07714-PF00018 ; PF07714-PF00169 ; PF07714-PF07714 ; PF07714-PF00017 ; PF00018-PF00018 ; PF00018-PF00169 ; PF00018-PF07714 ; PF00018-PF00017,-
25191,ENSG00000101336,HCK,ENSG00000066248,NGEF,PF00017-PF00621 ; PF00017-PF00169 ; PF00017-PF00018 ; PF07714-PF00169 ; PF07714-PF00018 ; PF00018-PF00621 ; PF00018-PF00169 ; PF00018-PF00018,-
25192,ENSG00000101336,HCK,ENSG00000110395,CBL,PF00017-PF02761 ; PF00017-PF02762 ; PF00017-PF02262 ; PF00018-PF00627,-
25193,ENSG00000101336,HCK,ENSG00000115325,DOK1,PF00017-PF02174 ; PF00017-PF00169 ; PF07714-PF00169 ; PF00018-PF00169,-
25194,ENSG00000101336,HCK,ENSG00000119535,CSF3R,PF00017-PF00041,-
25195,ENSG00000101336,HCK,ENSG00000147010,SH3KBP1,PF07714-PF14604,-
25196,ENSG00000101336,HCK,ENSG00000097007,ABL1,PF00017-PF00018 ; PF00017-PF07714 ; PF00017-PF00017 ; PF07714-PF00018 ; PF07714-PF07714 ; PF07714-PF00017 ; PF00018-PF00018 ; PF00018-PF07714 ; PF00018-PF00017,-
25197,ENSG00000101336,HCK,ENSG00000185989,RASA3,PF00017-PF00168 ; PF00017-PF00779 ; PF00017-PF00169 ; PF07714-PF00169 ; PF00018-PF00616 ; PF00018-PF00168 ; PF00018-PF00169,-
25198,ENSG00000101336,HCK,ENSG00000050820,BCAR1,PF00017-PF00018 ; PF07714-PF00018 ; PF00018-PF00018,PF00017-PF07653 ; PF00018-PF07653
25199,ENSG00000101336,HCK,ENSG00000078900,TP73,PF00018-PF00870,-
25200,ENSG00000101336,HCK,ENSG00000015285,WAS,PF00018-PF00568 ; PF00018-PF00786 ; PF00018-PF02205,-
25201,ENSG00000101336,HCK,ENSG00000107263,RAPGEF1,PF00018-PF00618 ; PF00018-PF00617,-
25202,ENSG00000101336,HCK,ENSG00000186716,BCR,PF00017-PF00620 ; PF00017-PF00621 ; PF00018-PF00620 ; PF00018-PF00621,PF00017-PF00168 ; PF00018-PF00168
25203,ENSG00000101336,HCK,ENSG00000133703,KRAS,PF07714-PF00071 ; PF00018-PF00071,-
25204,ENSG00000101336,HCK,ENSG00000134352,IL6ST,PF00017-PF00041,-
25205,ENSG00000101336,HCK,ENSG00000168610,STAT3,PF00017-PF02864 ; PF00017-PF01017 ; PF00017-PF00017 ; PF07714-PF00017 ; PF00018-PF00017,-
25206,ENSG00000101336,HCK,ENSG00000142627,EPHA2,PF00017-PF00041 ; PF00017-PF07714 ; PF07714-PF14575 ; PF07714-PF07714 ; PF00018-PF07714,-
25207,ENSG00000101336,HCK,ENSG00000101557,USP14,PF00018-PF00443,-
25208,ENSG00000101336,HCK,ENSG00000143322,ABL2,PF00017-PF00018 ; PF00017-PF07714 ; PF00017-PF00017 ; PF07714-PF00018 ; PF07714-PF07714 ; PF07714-PF00017 ; PF00018-PF00018 ; PF00018-PF07714 ; PF00018-PF00017,-
25209,ENSG00000101336,HCK,ENSG00000065361,ERBB3,PF00017-PF07714 ; PF07714-PF00757 ; PF07714-PF07714 ; PF00018-PF07714,-
25210,ENSG00000115468,EFHD1,ENSG00000071242,RPS6KA2,PF13499-PF00069,-
25211,ENSG00000035115,SH3YL1,ENSG00000160685,ZBTB7B,PF00018-PF00096,-
25212,ENSG00000035115,SH3YL1,ENSG00000133056,PIK3C2B,PF00018-PF00787 ; PF00018-PF00168,-
25213,ENSG00000135604,STX11,ENSG00000220205,VAMP2,PF00804-PF00957,-
25214,ENSG00000135604,STX11,ENSG00000170310,STX8,PF00804-PF05739,-
25215,ENSG00000135604,STX11,ENSG00000140481,CCDC33,-,PF00804-PF00168
25216,ENSG00000135604,STX11,ENSG00000117533,VAMP4,PF00804-PF00957,-
25217,ENSG00000135604,STX11,ENSG00000135604,STX11,PF00804-PF00804,-
25218,ENSG00000167552,TUBA1A,ENSG00000188229,TUBB4B,PF03953-PF00091 ; PF03953-PF03953 ; PF00091-PF00091 ; PF00091-PF03953,-
25219,ENSG00000167552,TUBA1A,ENSG00000123416,TUBA1B,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25220,ENSG00000167552,TUBA1A,ENSG00000167552,TUBA1A,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25221,ENSG00000167552,TUBA1A,ENSG00000072110,ACTN1,PF03953-PF00307 ; PF00091-PF00307,-
25222,ENSG00000167552,TUBA1A,ENSG00000113621,TXNDC15,PF00091-PF00085,-
25223,ENSG00000167552,TUBA1A,ENSG00000131462,TUBG1,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25224,ENSG00000167552,TUBA1A,ENSG00000137285,TUBB2B,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25225,ENSG00000167552,TUBA1A,ENSG00000113068,PFDN1,PF00091-PF01920,-
25226,ENSG00000167552,TUBA1A,ENSG00000141968,VAV1,PF03953-PF00307 ; PF00091-PF00307,-
25227,ENSG00000167552,TUBA1A,ENSG00000170759,KIF5B,PF03953-PF00225 ; PF00091-PF00225,-
25228,ENSG00000167552,TUBA1A,ENSG00000155959,VBP1,PF00091-PF02996,-
25229,ENSG00000167552,TUBA1A,ENSG00000130640,TUBGCP2,PF03953-PF04130 ; PF00091-PF04130,-
25230,ENSG00000167552,TUBA1A,ENSG00000204220,PFDN6,PF00091-PF01920,-
25231,ENSG00000167552,TUBA1A,ENSG00000167553,TUBA1C,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25232,ENSG00000167552,TUBA1A,ENSG00000101132,PFDN4,PF00091-PF01920,-
25233,ENSG00000167552,TUBA1A,ENSG00000127824,TUBA4A,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25234,ENSG00000167552,TUBA1A,ENSG00000196230,TUBB,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-
25235,ENSG00000167552,TUBA1A,ENSG00000101367,MAPRE1,PF03953-PF00307 ; PF00091-PF00307,-
25236,ENSG00000162576,MXRA8,ENSG00000107159,CA9,PF07686-PF00194,-
25237,ENSG00000181449,SOX2,ENSG00000140332,TLE3,PF00505-PF00400,-
25238,ENSG00000181449,SOX2,ENSG00000039123,MTREX,PF00505-PF00271,-
25239,ENSG00000181449,SOX2,ENSG00000080503,SMARCA2,PF00505-PF00271 ; PF00505-PF00176,-
25240,ENSG00000181449,SOX2,ENSG00000177200,CHD9,PF00505-PF00176 ; PF00505-PF00271,-
25241,ENSG00000181449,SOX2,ENSG00000112249,ASCC3,-,PF00505-PF00271
25242,ENSG00000181449,SOX2,ENSG00000136045,PWP1,PF00505-PF00400,-
25243,ENSG00000181449,SOX2,ENSG00000117222,RBBP5,PF00505-PF00400,-
25244,ENSG00000181449,SOX2,ENSG00000005513,SOX8,PF00505-PF00505,-
25245,ENSG00000181449,SOX2,ENSG00000171316,CHD7,PF00505-PF00271 ; PF00505-PF00176,-
25246,ENSG00000181449,SOX2,ENSG00000175792,RUVBL1,PF00505-PF06068,-
25247,ENSG00000181449,SOX2,ENSG00000110693,SOX6,PF00505-PF00505,-
25248,ENSG00000181449,SOX2,ENSG00000196365,LONP1,PF00505-PF00004,-
25249,ENSG00000181449,SOX2,ENSG00000079432,CIC,PF00505-PF00505,-
25250,ENSG00000181449,SOX2,ENSG00000162521,RBBP4,PF00505-PF00400,-
25251,ENSG00000181449,SOX2,ENSG00000101146,RAE1,PF00505-PF00400,-
25252,ENSG00000181449,SOX2,ENSG00000181449,SOX2,PF00505-PF00505,-
25253,ENSG00000181449,SOX2,ENSG00000125285,SOX21,PF00505-PF00505,-
25254,ENSG00000181449,SOX2,ENSG00000159259,CHAF1B,PF00505-PF00400,-
25255,ENSG00000181449,SOX2,ENSG00000196363,WDR5,PF00505-PF00400,-
25256,ENSG00000181449,SOX2,ENSG00000136518,ACTL6A,PF00505-PF00022,-
25257,ENSG00000181449,SOX2,ENSG00000102054,RBBP7,PF00505-PF00400,-
25258,ENSG00000181449,SOX2,ENSG00000127616,SMARCA4,PF00505-PF00176 ; PF00505-PF00271,-
25259,ENSG00000181449,SOX2,ENSG00000170004,CHD3,PF00505-PF00176 ; PF00505-PF00271,-
25260,ENSG00000181449,SOX2,ENSG00000111642,CHD4,PF00505-PF00176 ; PF00505-PF00271,-
25261,ENSG00000181449,SOX2,ENSG00000123636,BAZ2B,PF00505-PF02791,-
25262,ENSG00000181449,SOX2,ENSG00000171634,BPTF,PF00505-PF02791,-
25263,ENSG00000181449,SOX2,ENSG00000143190,POU2F1,PF00505-PF00157,-
25264,ENSG00000181449,SOX2,ENSG00000153147,SMARCA5,PF00505-PF00176 ; PF00505-PF00271,-
25265,ENSG00000139304,PTPRQ,ENSG00000065054,SLC9A3R2,-,PF00041-PF00595 ; PF00102-PF00595
25266,ENSG00000159259,CHAF1B,ENSG00000072803,FBXW11,PF00400-PF00400,-
25267,ENSG00000159259,CHAF1B,ENSG00000106462,EZH2,PF00400-PF11616 ; PF00400-PF00856,-
25268,ENSG00000159259,CHAF1B,ENSG00000196591,HDAC2,PF00400-PF00850,-
25269,ENSG00000159259,CHAF1B,ENSG00000160957,RECQL4,PF00400-PF00271 ; PF00400-PF00270,-
25270,ENSG00000159259,CHAF1B,ENSG00000163041,H3-3A,PF00400-PF00125,-
